2024-09-16 00:02:08,595 INFO    StreamThr :9829 [internal.py:wandb_internal():85] W&B internal server running at pid: 9829, started at: 2024-09-16 00:02:08.594096
2024-09-16 00:02:08,596 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: status
2024-09-16 00:02:08,598 INFO    WriterThread:9829 [datastore.py:open_for_write():87] open: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl/wandb/run-20240916_000208-mgcnjnot/run-mgcnjnot.wandb
2024-09-16 00:02:08,599 DEBUG   SenderThread:9829 [sender.py:send():379] send: header
2024-09-16 00:02:08,630 DEBUG   SenderThread:9829 [sender.py:send():379] send: run
2024-09-16 00:02:09,052 INFO    SenderThread:9829 [dir_watcher.py:__init__():211] watching files in: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl/wandb/run-20240916_000208-mgcnjnot/files
2024-09-16 00:02:09,052 INFO    SenderThread:9829 [sender.py:_start_run_threads():1188] run started: mgcnjnot with start time 1726434128.594844
2024-09-16 00:02:09,061 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: check_version
2024-09-16 00:02:09,062 DEBUG   SenderThread:9829 [sender.py:send_request():406] send_request: check_version
2024-09-16 00:02:09,266 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: run_start
2024-09-16 00:02:09,275 DEBUG   HandlerThread:9829 [system_info.py:__init__():26] System info init
2024-09-16 00:02:09,276 DEBUG   HandlerThread:9829 [system_info.py:__init__():41] System info init done
2024-09-16 00:02:09,276 INFO    HandlerThread:9829 [system_monitor.py:start():194] Starting system monitor
2024-09-16 00:02:09,276 INFO    SystemMonitor:9829 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-16 00:02:09,276 INFO    HandlerThread:9829 [system_monitor.py:probe():214] Collecting system info
2024-09-16 00:02:09,278 INFO    SystemMonitor:9829 [interfaces.py:start():188] Started cpu monitoring
2024-09-16 00:02:09,278 INFO    SystemMonitor:9829 [interfaces.py:start():188] Started disk monitoring
2024-09-16 00:02:09,280 INFO    SystemMonitor:9829 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-16 00:02:09,283 INFO    SystemMonitor:9829 [interfaces.py:start():188] Started memory monitoring
2024-09-16 00:02:09,286 INFO    SystemMonitor:9829 [interfaces.py:start():188] Started network monitoring
2024-09-16 00:02:09,676 DEBUG   HandlerThread:9829 [system_info.py:probe():152] Probing system
2024-09-16 00:02:09,680 DEBUG   HandlerThread:9829 [system_info.py:_probe_git():137] Probing git
2024-09-16 00:02:09,705 DEBUG   HandlerThread:9829 [system_info.py:_probe_git():145] Probing git done
2024-09-16 00:02:09,705 DEBUG   HandlerThread:9829 [system_info.py:probe():200] Probing system done
2024-09-16 00:02:09,705 DEBUG   HandlerThread:9829 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-09-15T21:02:09.676274', 'startedAt': '2024-09-15T21:02:08.586651', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl/learn_idqn.py', 'codePathLocal': 'learn_idqn.py', 'codePath': 'learn_idqn.py', 'git': {'remote': 'git@github.com:Athmajan/bertsekas-marl.git', 'commit': '43fca25efcab912a8448319a3f048ecf62eb2894'}, 'email': 'athmajan92@gmail.com', 'root': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl', 'host': 'Athmajans-MacBook-Pro.local', 'username': 'athmajanvivekananthan', 'executable': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/bertsekas-marl/spider/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.565330505371094}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-09-16 00:02:09,705 INFO    HandlerThread:9829 [system_monitor.py:probe():224] Finished collecting system info
2024-09-16 00:02:09,705 INFO    HandlerThread:9829 [system_monitor.py:probe():227] Publishing system info
2024-09-16 00:02:09,706 INFO    HandlerThread:9829 [system_monitor.py:probe():229] Finished publishing system info
2024-09-16 00:02:09,708 DEBUG   SenderThread:9829 [sender.py:send():379] send: files
2024-09-16 00:02:09,708 INFO    SenderThread:9829 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-09-16 00:02:09,767 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: python_packages
2024-09-16 00:02:09,767 DEBUG   SenderThread:9829 [sender.py:send_request():406] send_request: python_packages
2024-09-16 00:02:09,767 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-16 00:02:09,768 DEBUG   HandlerThread:9829 [handler.py:handle_request():158] handle_request: stop_status
2024-09-16 00:02:09,768 DEBUG   SenderThread:9829 [sender.py:send_request():406] send_request: stop_status
2024-09-16 00:02:10,003 DEBUG   SenderThread:9829 [sender.py:send():379] send: telemetry
2024-09-16 00:02:10,058 INFO    Thread-12 :9829 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl/wandb/run-20240916_000208-mgcnjnot/files/requirements.txt
2024-09-16 00:02:10,058 INFO    Thread-12 :9829 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode15/bertsekas-marl/wandb/run-20240916_000208-mgcnjnot/files/wandb-metadata.json
2024-09-16 00:02:10,118 DEBUG   SenderThread:9829 [sender.py:send():379] send: exit
2024-09-16 00:02:10,118 INFO    SenderThread:9829 [sender.py:send_exit():586] handling exit code: 255
2024-09-16 00:02:10,118 INFO    SenderThread:9829 [sender.py:send_exit():588] handling runtime: 0
