2024-09-17 16:39:17,096 INFO    StreamThr :42363 [internal.py:wandb_internal():85] W&B internal server running at pid: 42363, started at: 2024-09-17 16:39:17.096217
2024-09-17 16:39:17,097 DEBUG   HandlerThread:42363 [handler.py:handle_request():158] handle_request: status
2024-09-17 16:39:17,098 INFO    WriterThread:42363 [datastore.py:open_for_write():87] open: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/wandb/run-20240917_163917-4z3lbs10/run-4z3lbs10.wandb
2024-09-17 16:39:17,098 DEBUG   SenderThread:42363 [sender.py:send():379] send: header
2024-09-17 16:39:17,122 DEBUG   SenderThread:42363 [sender.py:send():379] send: run
2024-09-17 16:39:17,546 INFO    SenderThread:42363 [dir_watcher.py:__init__():211] watching files in: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/wandb/run-20240917_163917-4z3lbs10/files
2024-09-17 16:39:17,546 INFO    SenderThread:42363 [sender.py:_start_run_threads():1188] run started: 4z3lbs10 with start time 1726580357.096672
2024-09-17 16:39:17,550 DEBUG   HandlerThread:42363 [handler.py:handle_request():158] handle_request: check_version
2024-09-17 16:39:17,550 DEBUG   SenderThread:42363 [sender.py:send_request():406] send_request: check_version
2024-09-17 16:39:17,633 DEBUG   HandlerThread:42363 [handler.py:handle_request():158] handle_request: run_start
2024-09-17 16:39:17,639 DEBUG   HandlerThread:42363 [system_info.py:__init__():26] System info init
2024-09-17 16:39:17,639 DEBUG   HandlerThread:42363 [system_info.py:__init__():41] System info init done
2024-09-17 16:39:17,639 INFO    HandlerThread:42363 [system_monitor.py:start():194] Starting system monitor
2024-09-17 16:39:17,639 INFO    SystemMonitor:42363 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-17 16:39:17,640 INFO    HandlerThread:42363 [system_monitor.py:probe():214] Collecting system info
2024-09-17 16:39:17,642 INFO    SystemMonitor:42363 [interfaces.py:start():188] Started cpu monitoring
2024-09-17 16:39:17,643 INFO    SystemMonitor:42363 [interfaces.py:start():188] Started disk monitoring
2024-09-17 16:39:17,648 INFO    SystemMonitor:42363 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-17 16:39:17,649 INFO    SystemMonitor:42363 [interfaces.py:start():188] Started memory monitoring
2024-09-17 16:39:17,650 INFO    SystemMonitor:42363 [interfaces.py:start():188] Started network monitoring
