2024-09-17 16:39:42,754 INFO    StreamThr :42628 [internal.py:wandb_internal():85] W&B internal server running at pid: 42628, started at: 2024-09-17 16:39:42.753530
2024-09-17 16:39:42,754 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: status
2024-09-17 16:39:42,756 INFO    WriterThread:42628 [datastore.py:open_for_write():87] open: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/wandb/run-20240917_163942-p6oylcz7/run-p6oylcz7.wandb
2024-09-17 16:39:42,756 DEBUG   SenderThread:42628 [sender.py:send():379] send: header
2024-09-17 16:39:42,775 DEBUG   SenderThread:42628 [sender.py:send():379] send: run
2024-09-17 16:39:43,196 INFO    SenderThread:42628 [dir_watcher.py:__init__():211] watching files in: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/wandb/run-20240917_163942-p6oylcz7/files
2024-09-17 16:39:43,196 INFO    SenderThread:42628 [sender.py:_start_run_threads():1188] run started: p6oylcz7 with start time 1726580382.754724
2024-09-17 16:39:43,201 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: check_version
2024-09-17 16:39:43,202 DEBUG   SenderThread:42628 [sender.py:send_request():406] send_request: check_version
2024-09-17 16:39:43,283 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: run_start
2024-09-17 16:39:43,290 DEBUG   HandlerThread:42628 [system_info.py:__init__():26] System info init
2024-09-17 16:39:43,290 DEBUG   HandlerThread:42628 [system_info.py:__init__():41] System info init done
2024-09-17 16:39:43,290 INFO    HandlerThread:42628 [system_monitor.py:start():194] Starting system monitor
2024-09-17 16:39:43,290 INFO    SystemMonitor:42628 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-17 16:39:43,291 INFO    HandlerThread:42628 [system_monitor.py:probe():214] Collecting system info
2024-09-17 16:39:43,291 INFO    SystemMonitor:42628 [interfaces.py:start():188] Started cpu monitoring
2024-09-17 16:39:43,292 INFO    SystemMonitor:42628 [interfaces.py:start():188] Started disk monitoring
2024-09-17 16:39:43,297 INFO    SystemMonitor:42628 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-17 16:39:43,298 INFO    SystemMonitor:42628 [interfaces.py:start():188] Started memory monitoring
2024-09-17 16:39:43,298 INFO    SystemMonitor:42628 [interfaces.py:start():188] Started network monitoring
2024-09-17 16:39:43,679 DEBUG   HandlerThread:42628 [system_info.py:probe():152] Probing system
2024-09-17 16:39:43,686 DEBUG   HandlerThread:42628 [system_info.py:_probe_git():137] Probing git
2024-09-17 16:39:43,715 DEBUG   HandlerThread:42628 [system_info.py:_probe_git():145] Probing git done
2024-09-17 16:39:43,715 DEBUG   HandlerThread:42628 [system_info.py:probe():200] Probing system done
2024-09-17 16:39:43,715 DEBUG   HandlerThread:42628 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-09-17T13:39:43.679936', 'startedAt': '2024-09-17T13:39:42.750814', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/learn_idqn_CE.py', 'codePathLocal': 'learn_idqn_CE.py', 'codePath': 'learn_idqn_CE.py', 'git': {'remote': 'git@github.com:Athmajan/bertsekas-marl.git', 'commit': '43fca25efcab912a8448319a3f048ecf62eb2894'}, 'email': 'athmajan92@gmail.com', 'root': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl', 'host': 'Athmajans-MacBook-Pro.local', 'username': 'athmajanvivekananthan', 'executable': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/bertsekas-marl/spider/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.565330505371094}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-09-17 16:39:43,716 INFO    HandlerThread:42628 [system_monitor.py:probe():224] Finished collecting system info
2024-09-17 16:39:43,716 INFO    HandlerThread:42628 [system_monitor.py:probe():227] Publishing system info
2024-09-17 16:39:43,716 INFO    HandlerThread:42628 [system_monitor.py:probe():229] Finished publishing system info
2024-09-17 16:39:43,718 DEBUG   SenderThread:42628 [sender.py:send():379] send: files
2024-09-17 16:39:43,718 INFO    SenderThread:42628 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-09-17 16:39:43,777 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: python_packages
2024-09-17 16:39:43,777 DEBUG   SenderThread:42628 [sender.py:send_request():406] send_request: python_packages
2024-09-17 16:39:43,777 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: stop_status
2024-09-17 16:39:43,777 DEBUG   SenderThread:42628 [sender.py:send_request():406] send_request: stop_status
2024-09-17 16:39:43,777 DEBUG   HandlerThread:42628 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-17 16:39:44,047 DEBUG   SenderThread:42628 [sender.py:send():379] send: telemetry
2024-09-17 16:39:44,202 INFO    Thread-12 :42628 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/iDQN/bert_5050_mode20/bertsekas-marl/wandb/run-20240917_163942-p6oylcz7/files/requirements.txt
