2024-09-21 09:26:23,627 INFO    StreamThr :62494 [internal.py:wandb_internal():85] W&B internal server running at pid: 62494, started at: 2024-09-21 09:26:23.626516
2024-09-21 09:26:23,628 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: status
2024-09-21 09:26:23,631 INFO    WriterThread:62494 [datastore.py:open_for_write():87] open: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/PPO/bert_marl/mode20-dqn/wandb/run-20240921_092623-0fub44mv/run-0fub44mv.wandb
2024-09-21 09:26:23,631 DEBUG   SenderThread:62494 [sender.py:send():379] send: header
2024-09-21 09:26:23,666 DEBUG   SenderThread:62494 [sender.py:send():379] send: run
2024-09-21 09:26:24,192 INFO    SenderThread:62494 [dir_watcher.py:__init__():211] watching files in: /Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/PPO/bert_marl/mode20-dqn/wandb/run-20240921_092623-0fub44mv/files
2024-09-21 09:26:24,192 INFO    SenderThread:62494 [sender.py:_start_run_threads():1188] run started: 0fub44mv with start time 1726899983.627539
2024-09-21 09:26:24,201 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: check_version
2024-09-21 09:26:24,201 DEBUG   SenderThread:62494 [sender.py:send_request():406] send_request: check_version
2024-09-21 09:26:24,281 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: run_start
2024-09-21 09:26:24,296 DEBUG   HandlerThread:62494 [system_info.py:__init__():26] System info init
2024-09-21 09:26:24,296 DEBUG   HandlerThread:62494 [system_info.py:__init__():41] System info init done
2024-09-21 09:26:24,296 INFO    HandlerThread:62494 [system_monitor.py:start():194] Starting system monitor
2024-09-21 09:26:24,296 INFO    SystemMonitor:62494 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-21 09:26:24,296 INFO    HandlerThread:62494 [system_monitor.py:probe():214] Collecting system info
2024-09-21 09:26:24,298 INFO    SystemMonitor:62494 [interfaces.py:start():188] Started cpu monitoring
2024-09-21 09:26:24,304 INFO    SystemMonitor:62494 [interfaces.py:start():188] Started disk monitoring
2024-09-21 09:26:24,306 INFO    SystemMonitor:62494 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-21 09:26:24,308 INFO    SystemMonitor:62494 [interfaces.py:start():188] Started memory monitoring
2024-09-21 09:26:24,309 INFO    SystemMonitor:62494 [interfaces.py:start():188] Started network monitoring
2024-09-21 09:26:24,634 DEBUG   HandlerThread:62494 [system_info.py:probe():152] Probing system
2024-09-21 09:26:24,639 DEBUG   HandlerThread:62494 [system_info.py:_probe_git():137] Probing git
2024-09-21 09:26:24,665 DEBUG   HandlerThread:62494 [system_info.py:_probe_git():145] Probing git done
2024-09-21 09:26:24,665 DEBUG   HandlerThread:62494 [system_info.py:probe():200] Probing system done
2024-09-21 09:26:24,665 DEBUG   HandlerThread:62494 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-09-21T06:26:24.634747', 'startedAt': '2024-09-21T06:26:23.618692', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/PPO/bert_marl/mode20-dqn/dqn_seq.py', 'codePathLocal': 'dqn_seq.py', 'codePath': 'dqn_seq.py', 'git': {'remote': 'git@github.com:Athmajan/bertsekas-marl.git', 'commit': '006435866a4185b1e590c72765d8aeb092822ae8'}, 'email': 'athmajan92@gmail.com', 'root': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/PPO/bert_marl/mode20-dqn', 'host': 'Athmajans-MacBook-Pro.local', 'username': 'athmajanvivekananthan', 'executable': '/Users/athmajanvivekananthan/WCE/JEPA - MARL/multi-agent/bertsekas-marl/spider/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.565330505371094}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-09-21 09:26:24,665 INFO    HandlerThread:62494 [system_monitor.py:probe():224] Finished collecting system info
2024-09-21 09:26:24,665 INFO    HandlerThread:62494 [system_monitor.py:probe():227] Publishing system info
2024-09-21 09:26:24,666 INFO    HandlerThread:62494 [system_monitor.py:probe():229] Finished publishing system info
2024-09-21 09:26:24,671 DEBUG   SenderThread:62494 [sender.py:send():379] send: files
2024-09-21 09:26:24,671 INFO    SenderThread:62494 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-09-21 09:26:24,727 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: python_packages
2024-09-21 09:26:24,727 DEBUG   SenderThread:62494 [sender.py:send_request():406] send_request: python_packages
2024-09-21 09:26:24,728 DEBUG   SenderThread:62494 [sender.py:send():379] send: telemetry
2024-09-21 09:26:24,728 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: stop_status
2024-09-21 09:26:24,728 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-21 09:26:24,728 DEBUG   SenderThread:62494 [sender.py:send_request():406] send_request: stop_status
2024-09-21 09:26:24,953 DEBUG   SenderThread:62494 [sender.py:send():379] send: exit
2024-09-21 09:26:24,953 INFO    SenderThread:62494 [sender.py:send_exit():586] handling exit code: 1
2024-09-21 09:26:24,953 INFO    SenderThread:62494 [sender.py:send_exit():588] handling runtime: 0
2024-09-21 09:26:24,953 INFO    SenderThread:62494 [sender.py:_save_file():1454] saving file wandb-summary.json with policy end
2024-09-21 09:26:24,953 INFO    SenderThread:62494 [sender.py:send_exit():594] send defer
2024-09-21 09:26:24,953 DEBUG   HandlerThread:62494 [handler.py:handle_request():158] handle_request: defer
